tool,sample,known,rank,metric,value
singlem,marine1,0,family,Bray-Curtis distance,0.0394321962156901
singlem,marine1,0,genus,Bray-Curtis distance,0.052493141052176
singlem,marine1,0,species,Bray-Curtis distance,0.126706189951423
singlem,marine1,0,phylum,Shannon diversity,1.97177466186641
singlem,marine1,0,phylum,Shannon equitability,0.568933905285037
singlem,marine1,0,class,Shannon diversity,2.33445124064931
singlem,marine1,0,class,Shannon equitability,0.593732138378625
singlem,marine1,0,order,Shannon diversity,3.36268097657597
singlem,marine1,0,order,Shannon equitability,0.738421581571146
singlem,marine1,0,family,Shannon diversity,4.09363846334669
singlem,marine1,0,family,Shannon equitability,0.794373535492831
singlem,marine1,0,genus,Shannon diversity,4.67671184755212
singlem,marine1,0,genus,Shannon equitability,0.813427062476809
singlem,marine1,0,species,Shannon diversity,4.73538136956919
singlem,marine1,0,species,Shannon equitability,0.783661940069169
singlem,marine1,0,kingdom,True positives,2
singlem,marine1,0,kingdom,False negatives,0
singlem,marine1,0,kingdom,False positives,0
singlem,marine1,0,kingdom,Completeness,1
singlem,marine1,0,kingdom,Purity,1
singlem,marine1,0,kingdom,F1 score,1
singlem,marine1,0,kingdom,Jaccard index,1
singlem,marine1,0,phylum,True positives,31
singlem,marine1,0,phylum,False negatives,0
singlem,marine1,0,phylum,False positives,1
singlem,marine1,0,phylum,Completeness,1
singlem,marine1,0,phylum,Purity,0.96875
singlem,marine1,0,phylum,F1 score,0.984126984126984
singlem,marine1,0,phylum,Jaccard index,0.96875
singlem,marine1,0,class,True positives,51
singlem,marine1,0,class,False negatives,0
singlem,marine1,0,class,False positives,0
singlem,marine1,0,class,Completeness,1
singlem,marine1,0,class,Purity,1
singlem,marine1,0,class,F1 score,1
singlem,marine1,0,class,Jaccard index,1
singlem,marine1,0,order,True positives,95
singlem,marine1,0,order,False negatives,0
singlem,marine1,0,order,False positives,0
singlem,marine1,0,order,Completeness,1
singlem,marine1,0,order,Purity,1
singlem,marine1,0,order,F1 score,1
singlem,marine1,0,order,Jaccard index,1
singlem,marine1,0,family,True positives,173
singlem,marine1,0,family,False negatives,0
singlem,marine1,0,family,False positives,0
singlem,marine1,0,family,Completeness,1
singlem,marine1,0,family,Purity,1
singlem,marine1,0,family,F1 score,1
singlem,marine1,0,family,Jaccard index,1
singlem,marine1,0,genus,True positives,313
singlem,marine1,0,genus,False negatives,1
singlem,marine1,0,genus,False positives,1
singlem,marine1,0,genus,Completeness,0.996815286624204
singlem,marine1,0,genus,Purity,0.996815286624204
singlem,marine1,0,genus,F1 score,0.996815286624204
singlem,marine1,0,genus,Jaccard index,0.993650793650794
singlem,marine1,0,species,True positives,398
singlem,marine1,0,species,False negatives,43
singlem,marine1,0,species,False positives,23
singlem,marine1,0,species,Completeness,0.90249433106576
singlem,marine1,0,species,Purity,0.945368171021378
singlem,marine1,0,species,F1 score,0.923433874709977
singlem,marine1,0,species,Jaccard index,0.857758620689655
singlem,marine1,0,kingdom,L1 norm error,0.00373669459227382
singlem,marine1,0,phylum,L1 norm error,0.0386004254557849
singlem,marine1,0,class,L1 norm error,0.043815829684401
singlem,marine1,0,order,L1 norm error,0.0589358358369962
singlem,marine1,0,family,L1 norm error,0.0780872990964089
singlem,marine1,0,genus,L1 norm error,0.102810191843632
singlem,marine1,0,species,L1 norm error,0.240668779938746
singlem,marine1,0,na,Weighted UniFrac error,0.00418284611188733
singlem,marine1,0,na,Unweighted UniFrac error,0.355235362739225
singlem,marine1,0,na,Weighted UniFrac (CAMI),0.566655056448242
singlem,marine1,0,na,Unweighted UniFrac (CAMI),1138
singlem,marine1,0,phylum,Sum of abundances,0.996380587468096
singlem,marine1,0,class,Sum of abundances,0.993453855610401
singlem,marine1,0,order,Sum of abundances,0.989553626588953
singlem,marine1,0,family,Sum of abundances,0.980292922800426
singlem,marine1,0,genus,Sum of abundances,0.958545245776832
singlem,marine1,0,species,Sum of abundances,0.899424014178113
singlem,marine1,0,phylum,Taxon counts,32
singlem,marine1,0,class,Taxon counts,51
singlem,marine1,0,order,Taxon counts,95
singlem,marine1,0,family,Taxon counts,173
singlem,marine1,0,genus,Taxon counts,314
singlem,marine1,0,species,Taxon counts,421
metaphlan,marine1,0,kingdom,Bray-Curtis distance,0.000556612136166269
metaphlan,marine1,0,phylum,Bray-Curtis distance,0.0576568040070837
metaphlan,marine1,0,class,Bray-Curtis distance,0.0821182285689477
metaphlan,marine1,0,order,Bray-Curtis distance,0.107628825342868
metaphlan,marine1,0,family,Bray-Curtis distance,0.132185602194818
metaphlan,marine1,0,genus,Bray-Curtis distance,0.162414693194654
metaphlan,marine1,0,species,Bray-Curtis distance,0.220210128432789
metaphlan,marine1,0,phylum,Shannon diversity,1.8943424188752
metaphlan,marine1,0,phylum,Shannon equitability,0.596069959792909
metaphlan,marine1,0,class,Shannon diversity,2.1981377101326
metaphlan,marine1,0,class,Shannon equitability,0.618262311345054
metaphlan,marine1,0,order,Shannon diversity,3.24698727680203
metaphlan,marine1,0,order,Shannon equitability,0.756792441774706
metaphlan,marine1,0,family,Shannon diversity,4.05051781247262
metaphlan,marine1,0,family,Shannon equitability,0.816168571503414
metaphlan,marine1,0,genus,Shannon diversity,4.73181435393066
metaphlan,marine1,0,genus,Shannon equitability,0.846895250816612
metaphlan,marine1,0,species,Shannon diversity,5.13378783563354
metaphlan,marine1,0,species,Shannon equitability,0.868146651948717
metaphlan,marine1,0,kingdom,True positives,2
metaphlan,marine1,0,kingdom,False negatives,0
metaphlan,marine1,0,kingdom,False positives,0
metaphlan,marine1,0,kingdom,Completeness,1
metaphlan,marine1,0,kingdom,Purity,1
metaphlan,marine1,0,kingdom,F1 score,1
metaphlan,marine1,0,kingdom,Jaccard index,1
metaphlan,marine1,0,phylum,True positives,24
metaphlan,marine1,0,phylum,False negatives,7
metaphlan,marine1,0,phylum,False positives,0
metaphlan,marine1,0,phylum,Completeness,0.774193548387097
metaphlan,marine1,0,phylum,Purity,1
metaphlan,marine1,0,phylum,F1 score,0.872727272727273
metaphlan,marine1,0,phylum,Jaccard index,0.774193548387097
metaphlan,marine1,0,class,True positives,35
metaphlan,marine1,0,class,False negatives,16
metaphlan,marine1,0,class,False positives,0
metaphlan,marine1,0,class,Completeness,0.686274509803922
metaphlan,marine1,0,class,Purity,1
metaphlan,marine1,0,class,F1 score,0.813953488372093
metaphlan,marine1,0,class,Jaccard index,0.686274509803922
metaphlan,marine1,0,order,True positives,73
metaphlan,marine1,0,order,False negatives,22
metaphlan,marine1,0,order,False positives,0
metaphlan,marine1,0,order,Completeness,0.768421052631579
metaphlan,marine1,0,order,Purity,1
metaphlan,marine1,0,order,F1 score,0.869047619047619
metaphlan,marine1,0,order,Jaccard index,0.768421052631579
metaphlan,marine1,0,family,True positives,143
metaphlan,marine1,0,family,False negatives,30
metaphlan,marine1,0,family,False positives,0
metaphlan,marine1,0,family,Completeness,0.826589595375723
metaphlan,marine1,0,family,Purity,1
metaphlan,marine1,0,family,F1 score,0.905063291139241
metaphlan,marine1,0,family,Jaccard index,0.826589595375723
metaphlan,marine1,0,genus,True positives,267
metaphlan,marine1,0,genus,False negatives,47
metaphlan,marine1,0,genus,False positives,0
metaphlan,marine1,0,genus,Completeness,0.85031847133758
metaphlan,marine1,0,genus,Purity,1
metaphlan,marine1,0,genus,F1 score,0.919104991394148
metaphlan,marine1,0,genus,Jaccard index,0.85031847133758
metaphlan,marine1,0,species,True positives,340
metaphlan,marine1,0,species,False negatives,101
metaphlan,marine1,0,species,False positives,30
metaphlan,marine1,0,species,Completeness,0.770975056689342
metaphlan,marine1,0,species,Purity,0.918918918918919
metaphlan,marine1,0,species,F1 score,0.838471023427867
metaphlan,marine1,0,species,Jaccard index,0.721868365180467
metaphlan,marine1,0,kingdom,L1 norm error,0.00111322427233254
metaphlan,marine1,0,phylum,L1 norm error,0.115313608014167
metaphlan,marine1,0,class,L1 norm error,0.164236457137895
metaphlan,marine1,0,order,L1 norm error,0.215257650685735
metaphlan,marine1,0,family,L1 norm error,0.264371204389635
metaphlan,marine1,0,genus,L1 norm error,0.324829386389307
metaphlan,marine1,0,species,L1 norm error,0.440247810503693
metaphlan,marine1,0,na,Weighted UniFrac error,0.0118032230037387
metaphlan,marine1,0,na,Unweighted UniFrac error,0.180155752435602
metaphlan,marine1,0,na,Weighted UniFrac (CAMI),1.52536934139278
metaphlan,marine1,0,na,Unweighted UniFrac (CAMI),693
metaphlan,marine1,0,phylum,Sum of abundances,1
metaphlan,marine1,0,class,Sum of abundances,1
metaphlan,marine1,0,order,Sum of abundances,1
metaphlan,marine1,0,family,Sum of abundances,1
metaphlan,marine1,0,genus,Sum of abundances,1
metaphlan,marine1,0,species,Sum of abundances,0.999216900861408
metaphlan,marine1,0,phylum,Taxon counts,24
metaphlan,marine1,0,class,Taxon counts,35
metaphlan,marine1,0,order,Taxon counts,73
metaphlan,marine1,0,family,Taxon counts,143
metaphlan,marine1,0,genus,Taxon counts,267
metaphlan,marine1,0,species,Taxon counts,370
kraken,marine1,0,kingdom,Bray-Curtis distance,0.00236480814515062
kraken,marine1,0,phylum,Bray-Curtis distance,0.129874563175741
kraken,marine1,0,class,Bray-Curtis distance,0.141183739965354
kraken,marine1,0,order,Bray-Curtis distance,0.167408812877065
kraken,marine1,0,family,Bray-Curtis distance,0.180858144488682
kraken,marine1,0,genus,Bray-Curtis distance,0.205784347036381
kraken,marine1,0,species,Bray-Curtis distance,0.240097282560113
kraken,marine1,0,phylum,Shannon diversity,1.86669337999932
kraken,marine1,0,phylum,Shannon equitability,0.490375331413201
kraken,marine1,0,class,Shannon diversity,2.23825045461304
kraken,marine1,0,class,Shannon equitability,0.510779746727764
kraken,marine1,0,order,Shannon diversity,3.33947096086442
kraken,marine1,0,order,Shannon equitability,0.653262703105562
kraken,marine1,0,family,Shannon diversity,4.08284704119241
kraken,marine1,0,family,Shannon equitability,0.717929441463267
kraken,marine1,0,genus,Shannon diversity,4.90929236606472
kraken,marine1,0,genus,Shannon equitability,0.732784852123202
kraken,marine1,0,species,Shannon diversity,5.82799611539989
kraken,marine1,0,species,Shannon equitability,0.719356693399829
kraken,marine1,0,kingdom,True positives,2
kraken,marine1,0,kingdom,False negatives,0
kraken,marine1,0,kingdom,False positives,0
kraken,marine1,0,kingdom,Completeness,1
kraken,marine1,0,kingdom,Purity,1
kraken,marine1,0,kingdom,F1 score,1
kraken,marine1,0,kingdom,Jaccard index,1
kraken,marine1,0,phylum,True positives,31
kraken,marine1,0,phylum,False negatives,0
kraken,marine1,0,phylum,False positives,14
kraken,marine1,0,phylum,Completeness,1
kraken,marine1,0,phylum,Purity,0.688888888888889
kraken,marine1,0,phylum,F1 score,0.81578947368421
kraken,marine1,0,phylum,Jaccard index,0.688888888888889
kraken,marine1,0,class,True positives,50
kraken,marine1,0,class,False negatives,1
kraken,marine1,0,class,False positives,30
kraken,marine1,0,class,Completeness,0.980392156862745
kraken,marine1,0,class,Purity,0.625
kraken,marine1,0,class,F1 score,0.763358778625954
kraken,marine1,0,class,Jaccard index,0.617283950617284
kraken,marine1,0,order,True positives,91
kraken,marine1,0,order,False negatives,4
kraken,marine1,0,order,False positives,75
kraken,marine1,0,order,Completeness,0.957894736842105
kraken,marine1,0,order,Purity,0.548192771084337
kraken,marine1,0,order,F1 score,0.697318007662835
kraken,marine1,0,order,Jaccard index,0.535294117647059
kraken,marine1,0,family,True positives,165
kraken,marine1,0,family,False negatives,8
kraken,marine1,0,family,False positives,130
kraken,marine1,0,family,Completeness,0.953757225433526
kraken,marine1,0,family,Purity,0.559322033898305
kraken,marine1,0,family,F1 score,0.705128205128205
kraken,marine1,0,family,Jaccard index,0.544554455445545
kraken,marine1,0,genus,True positives,299
kraken,marine1,0,genus,False negatives,15
kraken,marine1,0,genus,False positives,513
kraken,marine1,0,genus,Completeness,0.952229299363057
kraken,marine1,0,genus,Purity,0.368226600985222
kraken,marine1,0,genus,F1 score,0.531083481349911
kraken,marine1,0,genus,Jaccard index,0.361547762998791
kraken,marine1,0,species,True positives,440
kraken,marine1,0,species,False negatives,1
kraken,marine1,0,species,False positives,2860
kraken,marine1,0,species,Completeness,0.997732426303855
kraken,marine1,0,species,Purity,0.133333333333333
kraken,marine1,0,species,F1 score,0.235231221598503
kraken,marine1,0,species,Jaccard index,0.133292941532869
kraken,marine1,0,kingdom,L1 norm error,0.00472961629030124
kraken,marine1,0,phylum,L1 norm error,0.259741333877692
kraken,marine1,0,class,L1 norm error,0.282346302369713
kraken,marine1,0,order,L1 norm error,0.334759032669623
kraken,marine1,0,family,L1 norm error,0.361586071113331
kraken,marine1,0,genus,L1 norm error,0.410932820440419
kraken,marine1,0,species,L1 norm error,0.477505475555548
kraken,marine1,0,na,Weighted UniFrac error,0.0180836992580002
kraken,marine1,0,na,Unweighted UniFrac error,6.95694286409777
kraken,marine1,0,na,Weighted UniFrac (CAMI),2.10833463752196
kraken,marine1,0,na,Unweighted UniFrac (CAMI),23637.92226
kraken,marine1,0,phylum,Sum of abundances,0.999940000000001
kraken,marine1,0,class,Sum of abundances,0.999850000000001
kraken,marine1,0,order,Sum of abundances,0.999650000000001
kraken,marine1,0,family,Sum of abundances,0.999280000000002
kraken,marine1,0,genus,Sum of abundances,0.996910000000003
kraken,marine1,0,species,Sum of abundances,0.988800000000015
kraken,marine1,0,phylum,Taxon counts,45
kraken,marine1,0,class,Taxon counts,80
kraken,marine1,0,order,Taxon counts,166
kraken,marine1,0,family,Taxon counts,295
kraken,marine1,0,genus,Taxon counts,812
kraken,marine1,0,species,Taxon counts,3300
sourmash,marine1,0,kingdom,Bray-Curtis distance,0.00270332666366913
sourmash,marine1,0,phylum,Bray-Curtis distance,0.143550489794209
sourmash,marine1,0,class,Bray-Curtis distance,0.156315220186972
sourmash,marine1,0,order,Bray-Curtis distance,0.178627822251842
sourmash,marine1,0,family,Bray-Curtis distance,0.20732127657041
sourmash,marine1,0,genus,Bray-Curtis distance,0.236186779654007
sourmash,marine1,0,species,Bray-Curtis distance,0.26351260550014
sourmash,marine1,0,phylum,Shannon diversity,1.89137588131924
sourmash,marine1,0,phylum,Shannon equitability,0.573868173157559
sourmash,marine1,0,class,Shannon diversity,2.28205388595935
sourmash,marine1,0,class,Shannon equitability,0.606735567309355
sourmash,marine1,0,order,Shannon diversity,3.37803496938602
sourmash,marine1,0,order,Shannon equitability,0.770884170957902
sourmash,marine1,0,family,Shannon diversity,4.0258705597139
sourmash,marine1,0,family,Shannon equitability,0.82072274063218
sourmash,marine1,0,genus,Shannon diversity,4.77250838893402
sourmash,marine1,0,genus,Shannon equitability,0.870794163908144
sourmash,marine1,0,species,Shannon diversity,5.09551246555079
sourmash,marine1,0,species,Shannon equitability,0.88725572647546
sourmash,marine1,0,kingdom,True positives,2
sourmash,marine1,0,kingdom,False negatives,0
sourmash,marine1,0,kingdom,False positives,0
sourmash,marine1,0,kingdom,Completeness,1
sourmash,marine1,0,kingdom,Purity,1
sourmash,marine1,0,kingdom,F1 score,1
sourmash,marine1,0,kingdom,Jaccard index,1
sourmash,marine1,0,phylum,True positives,27
sourmash,marine1,0,phylum,False negatives,4
sourmash,marine1,0,phylum,False positives,0
sourmash,marine1,0,phylum,Completeness,0.870967741935484
sourmash,marine1,0,phylum,Purity,1
sourmash,marine1,0,phylum,F1 score,0.931034482758621
sourmash,marine1,0,phylum,Jaccard index,0.870967741935484
sourmash,marine1,0,class,True positives,43
sourmash,marine1,0,class,False negatives,8
sourmash,marine1,0,class,False positives,0
sourmash,marine1,0,class,Completeness,0.843137254901961
sourmash,marine1,0,class,Purity,1
sourmash,marine1,0,class,F1 score,0.914893617021277
sourmash,marine1,0,class,Jaccard index,0.843137254901961
sourmash,marine1,0,order,True positives,80
sourmash,marine1,0,order,False negatives,15
sourmash,marine1,0,order,False positives,0
sourmash,marine1,0,order,Completeness,0.842105263157895
sourmash,marine1,0,order,Purity,1
sourmash,marine1,0,order,F1 score,0.914285714285714
sourmash,marine1,0,order,Jaccard index,0.842105263157895
sourmash,marine1,0,family,True positives,135
sourmash,marine1,0,family,False negatives,38
sourmash,marine1,0,family,False positives,0
sourmash,marine1,0,family,Completeness,0.780346820809249
sourmash,marine1,0,family,Purity,1
sourmash,marine1,0,family,F1 score,0.876623376623377
sourmash,marine1,0,family,Jaccard index,0.780346820809249
sourmash,marine1,0,genus,True positives,240
sourmash,marine1,0,genus,False negatives,74
sourmash,marine1,0,genus,False positives,0
sourmash,marine1,0,genus,Completeness,0.764331210191083
sourmash,marine1,0,genus,Purity,1
sourmash,marine1,0,genus,F1 score,0.866425992779783
